,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2018-10-01,15.5,15.0,292.1374438
2018-10-02,0.0,14.8,289.39970139999997
2018-10-03,0.0,16.65,292.0609505
2018-10-04,0.0,19.45,292.1424026
2018-10-05,0.0,18.3,291.6645628
2018-10-06,31.1,14.7,290.1787921
2018-10-07,0.6,15.4,288.3864409
2018-10-08,0.2,16.6,289.9196703
2018-10-09,0.6,17.3,288.8812605
2018-10-10,1.4,17.05,288.4138675
2018-10-11,0.2,16.85,289.8398773
2018-10-12,0.0,16.85,289.8329448
2018-10-13,0.0,16.3,289.7034704
2018-10-14,0.0,16.55,288.7459505
2018-10-15,1.2,15.8,289.7706394
2018-10-16,0.0,17.8,290.1523753
2018-10-17,0.0,18.3,290.2444774
2018-10-18,0.0,18.2,290.09829510000003
2018-10-19,0.0,16.75,289.9936499
2018-10-20,0.0,17.6,290.09387169999997
2018-10-21,27.0,13.65,289.0315952
2018-10-22,15.4,9.7,288.9345757
2018-10-23,0.0,13.15,288.1070375
2018-10-24,0.0,13.55,288.8226
2018-10-25,0.0,15.3,288.7266617
2018-10-26,0.0,15.15,288.60265689999994
2018-10-27,69.6,13.2,288.22128349999997
2018-10-28,120.6,14.2,286.25233439999994
2018-10-29,98.5,13.75,284.2723607
2018-10-30,2.0,10.1,233.45324530000002
2018-10-31,0.0,11.7,206.50254730000003
2018-11-01,32.7,13.75,285.1650369
2018-11-02,38.2,12.6,284.8860213
2018-11-03,0.4,16.75,280.61341239999996
2018-11-04,14.1,13.7,280.1491262
2018-11-05,8.4,11.4,277.7575537
2018-11-06,0.2,13.2,279.6956119
2018-11-07,8.6,10.7,278.3616957
2018-11-08,0.2,10.75,277.70396830000004
2018-11-09,0.0,11.5,277.7286581
2018-11-10,0.0,11.65,279.4017358
2018-11-11,0.0,12.2,281.26840110000006
2018-11-12,0.0,13.05,285.3936828
2018-11-13,0.0,12.5,286.03536280000003
2018-11-14,0.0,13.05,287.2270905
2018-11-15,0.0,11.55,212.3341951
2018-11-16,0.0,10.45,222.33611980000003
2018-11-17,0.0,7.9,256.3078433
2018-11-18,0.0,7.55,280.84961789999994
2018-11-19,47.4,6.0,281.020619
2018-11-20,71.6,11.5,279.9291829
2018-11-21,0.2,10.05,274.43654360000005
2018-11-22,1.0,10.1,274.39348989999996
2018-11-23,0.0,9.85,274.4882009
2018-11-24,26.9,10.35,274.2702618
2018-11-25,46.3,10.15,274.315291
2018-11-26,7.4,6.85,275.5901356
2018-11-27,8.4,7.2,274.95444910000003
2018-11-28,0.0,6.3,275.6707627
2018-11-29,0.0,6.55,275.6143381
2018-11-30,0.0,6.15,275.56805069999996
2018-12-01,0.0,8.9,275.01490099999995
2018-12-02,0.0,8.2,274.8623692
2018-12-03,3.2,8.0,274.8608014
2018-12-04,0.4,11.1,274.69698900000003
2018-12-05,0.0,9.55,274.7892025
2018-12-06,0.0,8.0,274.9078507
2018-12-07,0.0,8.0,274.9212928
2018-12-08,8.6,6.95,274.76074750000004
2018-12-09,0.6,6.55,205.6504871
2018-12-10,0.2,7.15,287.0088265
2018-12-11,0.8,4.45,296.6075439
2018-12-12,0.0,3.2,296.6075439
2018-12-13,8.6,3.8,291.7044256
2018-12-14,68.2,6.25,270.4436784
2018-12-15,23.2,3.1,277.0363684
2018-12-16,3.0,2.4,288.9780702
2018-12-17,17.8,5.2,229.6978455
2018-12-18,0.0,4.7,288.9780702
2018-12-19,0.0,3.8,223.80460469999997
2018-12-20,2.2,5.2,275.56805069999996
2018-12-21,0.0,6.3,224.09157349999998
2018-12-22,0.0,7.6,284.74059730000005
2018-12-23,0.0,8.55,281.4174235
2018-12-24,0.0,9.25,296.6075439
2018-12-25,0.0,5.5,212.04951180000003
2018-12-26,0.0,4.55,296.6075439
2018-12-27,0.0,6.6,296.6075439
2018-12-28,0.0,5.65,189.0161411
2018-12-29,0.0,7.0,296.6075439
2018-12-30,0.0,6.25,282.0716175
2018-12-31,0.0,5.1,296.6075439
2019-01-01,0.2,6.85,274.1147766
2019-01-02,0.2,5.1,295.81987480000004
2019-01-03,0.0,21.7,290.7872657
2019-01-04,0.0,9.55,277.0257486
2019-01-05,68.2,1.75,276.9671448
2019-01-06,4.2,21.35,277.0711894
2019-01-07,34.0,18.2,277.1108975
2019-01-08,0.0,10.8,277.150269
2019-01-09,15.8,8.9,276.65470510000006
2019-01-10,7.4,17.65,276.2917589
2019-01-11,10.8,12.45,275.99690130000005
2019-01-12,0.0,15.0,276.3491097
2019-01-13,0.0,17.0,276.417584
2019-01-14,27.6,14.9,276.5229436
2019-01-15,0.4,8.1,276.5495815
2019-01-16,0.2,13.2,276.6309016
2019-01-17,0.0,9.15,276.6532582
2019-01-18,0.0,10.45,276.7469201
2019-01-19,0.0,6.25,276.6610067
2019-01-20,0.0,8.85,276.7714305
2019-01-21,0.0,20.55,276.8300248
2019-01-22,0.0,25.9,276.95901200000003
2019-01-23,0.0,18.45,276.9934996
2019-01-24,0.2,14.6,277.1301346
2019-01-25,0.0,13.85,277.1260633
2019-01-26,0.0,21.1,277.23228969999997
2019-01-27,0.0,24.45,277.399063
2019-01-28,5.4,20.75,277.25568230000005
2019-01-29,0.0,7.8,277.2380694
2019-01-30,0.0,7.8,277.24816610000005
2019-01-31,12.1,12.95,277.505045
2019-02-01,0.2,7.7,277.8600434
2019-02-02,33.5,10.7,277.8405954
2019-02-03,0.0,28.45,277.9755014
2019-02-04,0.0,8.25,290.9878738
2019-02-05,0.0,3.8,224.12378059999998
2019-02-06,8.4,14.6,276.6321392
2019-02-07,0.0,24.05,234.53622510000002
2019-02-08,0.0,19.3,233.45324530000002
2019-02-09,0.0,24.05,232.5189952
2019-02-10,0.0,21.2,231.9818386
2019-02-11,0.2,24.6,231.6339997
2019-02-12,0.0,18.85,231.0685938
2019-02-13,0.0,7.85,230.5653634
2019-02-14,0.0,23.1,230.26141490000003
2019-02-15,0.0,23.2,230.0412253
2019-02-16,0.0,23.7,229.6978455
2019-02-17,0.6,20.35,229.43047990000002
2019-02-18,0.0,7.85,229.1689716
2019-02-19,0.0,22.2,228.98404649999998
2019-02-20,0.0,18.25,228.7469506
2019-02-21,0.8,14.05,228.4264808
2019-02-22,0.0,20.85,228.2019739
2019-02-23,0.4,10.2,228.03082709999998
2019-02-24,8.4,7.3,227.86560609999998
2019-02-25,52.2,23.6,227.64884229999998
2019-02-26,6.8,20.55,227.3055972
2019-02-27,8.6,23.6,227.1206996
2019-02-28,13.3,5.7,226.95533430000003
2019-03-01,0.0,18.15,226.78978309999997
2019-03-02,0.0,10.1,226.74318760000003
2019-03-03,0.0,20.3,226.61330869999998
2019-03-04,0.0,21.85,226.3453994
2019-03-05,9.2,25.55,226.10224169999998
2019-03-06,37.6,-3.2,225.8225481
2019-03-07,0.0,17.2,225.27505789999998
2019-03-08,7.4,9.8,225.0110249
2019-03-09,0.0,8.05,224.6774648
2019-03-10,0.0,21.85,224.33569989999998
2019-03-11,0.2,5.0,224.07837769999998
2019-03-12,0.0,23.6,223.90656800000002
2019-03-13,3.0,0.35,288.9780702
2019-03-14,0.8,5.0,300.1609827
2019-03-15,0.0,12.3,204.9866679
2019-03-16,25.7,13.75,223.8617874
2019-03-17,0.0,23.1,224.6582085
2019-03-18,0.0,25.6,224.11878280000002
2019-03-19,0.0,14.45,221.4562818
2019-03-20,0.0,13.25,220.9181746
2019-03-21,0.0,18.6,220.69160630000002
2019-03-22,0.0,14.3,220.33523689999998
2019-03-23,0.0,5.8,219.9685773
2019-03-24,0.0,11.15,219.69966589999999
2019-03-25,0.0,25.0,219.41233680000002
2019-03-26,0.0,18.9,219.2044832
2019-03-27,0.0,17.6,218.9460929
2019-03-28,0.0,19.65,218.51151319999997
2019-03-29,0.0,14.15,218.0700818
2019-03-30,0.0,23.0,217.6145844
2019-03-31,0.0,16.9,217.2587722
2019-04-01,6.8,21.7,216.9973704
2019-04-02,15.8,13.0,216.7665241
2019-04-03,0.0,11.75,216.3106844
2019-04-04,0.4,4.7,216.0504404
2019-04-05,0.0,23.55,215.9128574
2019-04-06,0.0,18.75,215.75141859999997
2019-04-07,0.0,23.6,215.34749440000002
2019-04-08,0.0,18.6,214.95719759999997
2019-04-09,6.8,12.55,214.5572219
2019-04-10,3.0,15.3,214.16534249999998
2019-04-11,7.0,6.2,213.7173812
2019-04-12,0.0,17.95,213.33407549999998
2019-04-13,0.0,13.55,212.99113280000003
2019-04-14,0.0,13.55,212.5707081
2019-04-15,0.4,4.7,212.15522850000002
2019-04-16,0.0,21.15,211.65914869999997
2019-04-17,0.0,18.1,211.175544
2019-04-18,1.2,16.3,210.84534879999998
2019-04-19,0.0,3.45,210.3776639
2019-04-20,0.0,5.5,209.772231
2019-04-21,1.4,16.75,209.5334872
2019-04-22,0.0,23.4,209.2764379
2019-04-23,0.0,9.8,209.058525
2019-04-24,22.3,19.8,208.76871809999997
2019-04-25,0.0,8.1,208.4209418
2019-04-26,0.0,11.55,207.99821269999998
2019-04-27,6.8,5.7,207.52464990000001
2019-04-28,0.0,2.6,207.0369841
2019-04-29,0.0,22.4,206.7815636
2019-04-30,0.0,15.6,206.50254730000003
2019-05-01,0.0,15.0,206.12912780000002
2019-05-02,8.0,25.0,205.782427
2019-05-03,0.0,11.8,205.27351059999998
2019-05-04,0.0,11.8,204.9866679
2019-05-05,0.0,13.15,205.34419409999998
2019-05-06,0.0,11.8,204.9868617
2019-05-07,0.0,3.6,204.4519461
2019-05-08,25.5,10.7,203.7647241
2019-05-09,0.0,25.15,203.3766699
2019-05-10,0.0,18.9,203.1269864
2019-05-11,4.4,6.75,202.8198161
2019-05-12,18.5,22.15,202.39923430000002
2019-05-13,28.6,8.65,202.1708545
2019-05-14,13.9,15.05,201.75172990000002
2019-05-15,140.8,20.6,200.3582158
2019-05-16,11.4,21.9,199.47800900000001
2019-05-17,32.5,-3.3,199.0373837
2019-05-18,26.4,13.6,199.2535788
2019-05-19,94.9,22.8,199.66320369999997
2019-05-20,0.4,20.35,199.384784
2019-05-21,0.0,23.55,215.9306724
2019-05-22,1.6,24.4,228.52865580000002
2019-05-23,0.0,15.6,227.9150445
2019-05-24,1.4,13.5,227.63107200000002
2019-05-25,0.0,9.1,227.36444390000003
2019-05-26,0.0,6.3,226.97633540000004
2019-05-27,0.0,5.45,226.6307105
2019-05-28,0.0,21.85,226.42955840000002
2019-05-29,0.0,16.7,226.6768287
2019-05-30,18.0,2.2,226.45982830000003
2019-05-31,0.0,16.25,226.13432400000002
2019-06-01,2.8,12.2,225.7901064
2019-06-02,0.0,12.1,225.4525837
2019-06-03,0.2,3.9,225.1146809
2019-06-04,0.0,16.4,224.7712304
2019-06-05,0.0,7.0,296.6075439
2019-06-06,0.0,7.9,224.2501909
2019-06-07,0.0,16.75,224.04016549999997
2019-06-08,10.6,17.55,223.8422866
2019-06-09,0.0,18.15,223.6592545
2019-06-10,0.0,19.95,223.47781080000001
2019-06-11,0.0,12.8,223.3084537
2019-06-12,0.4,14.05,223.193085
2019-06-13,32.6,13.45,222.99763670000002
2019-06-14,0.0,11.65,222.8088497
2019-06-15,0.0,5.1,222.64481009999997
2019-06-16,0.0,21.8,222.51322779999998
2019-06-17,0.0,9.8,222.28056040000004
2019-06-18,0.0,19.2,222.03440899999998
2019-06-19,0.0,17.45,216.98830759999998
2019-06-20,0.0,19.65,220.2312105
2019-06-21,0.0,17.3,296.4239591
2019-06-22,0.0,17.3,219.62727630000003
2019-06-23,0.0,10.05,219.2694846
2019-06-24,0.0,10.8,218.89391490000003
2019-06-25,0.0,27.25,218.3753648
2019-06-26,0.0,14.15,217.8980813
2019-06-27,0.0,25.3,217.4425376
2019-06-28,0.0,24.65,217.0410417
2019-06-29,0.0,25.55,216.73061569999996
2019-06-30,0.0,23.55,216.23179580000001
2019-07-01,0.0,18.75,215.7486065
2019-07-02,2.7,13.25,259.3795444
2019-07-03,0.0,21.15,283.1456122
2019-07-04,0.0,16.55,281.6365519
2019-07-05,0.0,20.15,280.871925
2019-07-06,0.0,16.3,281.4149565
2019-07-07,15.3,16.25,282.2179512
2019-07-08,5.8,17.55,282.5122829
2019-07-09,0.0,26.2,282.7831838
2019-07-10,25.7,4.8,282.6695774
2019-07-11,0.0,4.75,282.58775519999995
2019-07-12,6.0,22.15,282.3581627
2019-07-13,7.0,11.3,282.2488333
2019-07-14,0.0,7.4,262.7276489
2019-07-15,0.0,16.85,282.832275
2019-07-16,2.4,10.65,282.2205057
2019-07-17,0.0,13.05,282.59260950000004
2019-07-18,4.2,7.9,283.15686139999997
2019-07-19,0.0,7.9,283.46049239999996
2019-07-20,0.0,22.0,284.166937
2019-07-21,0.2,4.5,285.0955835
2019-07-22,8.2,9.8,286.1175439
2019-07-23,0.0,20.25,286.4065517
2019-07-24,0.0,18.35,287.0088265
2019-07-25,0.0,23.05,287.15639639999995
2019-07-26,26.7,11.55,288.97546850000003
2019-07-27,0.0,17.6,289.3577806
2019-07-28,0.6,6.0,224.04016549999997
2019-07-29,2.4,11.4,285.62489710000006
2019-07-30,2.0,9.55,286.2349406
2019-07-31,0.8,11.85,286.6263647
2019-08-01,8.6,19.95,286.926332
2019-08-02,5.0,7.55,287.0408943
2019-08-03,4.2,6.35,286.666641
2019-08-04,5.2,8.85,286.73963060000005
2019-08-05,0.0,10.85,286.8550877
2019-08-06,10.8,7.1,288.97808169999996
2019-08-07,0.0,23.0,293.3273171
2019-08-08,1.2,23.25,293.589359
2019-08-09,0.2,24.15,294.3825712
2019-08-10,3.2,11.15,294.5455988
2019-08-11,0.0,10.8,294.74915310000006
2019-08-12,0.2,20.9,294.9077617
2019-08-13,31.1,22.4,291.7044256
2019-08-14,0.0,12.4,290.540717
2019-08-15,0.0,22.4,290.5306214
2019-08-16,7.2,7.9,290.73010960000005
2019-08-17,0.0,19.9,290.7369383
2019-08-18,0.0,23.45,291.422935
2019-08-19,3.6,16.85,291.7649237
2019-08-20,0.0,24.05,292.7405675
2019-08-21,10.6,15.2,291.8216573
2019-08-22,0.0,19.7,292.2682131
2019-08-23,4.2,3.4,292.85333060000005
2019-08-24,0.0,24.45,293.19751660000003
2019-08-25,0.2,3.25,294.206511
2019-08-26,10.8,9.55,201.074759
2019-08-27,0.0,8.7,283.4899183
2019-08-28,0.0,21.25,232.5189952
2019-08-29,0.0,7.2,296.6075439
2019-08-30,0.0,18.8,294.8336345
2019-08-31,1.6,17.05,294.608695
2019-09-01,0.0,13.45,282.5122829
2019-09-02,0.6,15.45,276.9934996
2019-09-03,26.7,11.3,276.3491097
2019-09-04,0.0,23.6,223.90189530000004
2019-09-05,0.0,11.45,293.7429082
2019-09-06,9.1,7.15,294.8794327
2019-09-07,0.8,15.25,295.14921580000004
2019-09-08,0.0,19.35,295.2708628
2019-09-09,0.0,23.65,295.3305576
2019-09-10,0.0,21.85,295.5909182
2019-09-11,0.0,11.9,295.8851878
2019-09-12,1.4,6.7,294.5965988
2019-09-13,2.2,16.25,295.8807773
2019-09-14,5.2,19.25,293.93027939999996
2019-09-15,0.2,12.15,276.2917589
2019-09-16,0.0,5.25,296.6075439
2019-09-17,0.0,5.1,296.7578383
2019-09-18,1.4,-0.4,296.649183
2019-09-19,2.0,15.55,296.63965410000003
2019-09-20,0.0,8.5,296.0708483
2019-09-21,1.4,6.8,296.55532489999996
2019-09-22,9.3,15.4,296.4682494
2019-09-23,0.0,17.3,296.4239591
2019-09-24,0.2,14.2,296.3721566
2019-09-25,0.0,25.9,295.8961838
2019-09-26,0.0,19.2,294.2134857
2019-09-27,14.1,11.0,282.5621517
2019-09-28,0.0,10.8,278.2716547
2019-09-29,0.0,18.25,277.8003587
2019-09-30,0.0,12.9,279.0255503
2019-10-01,0.0,7.15,271.9694063
2019-10-02,16.2,7.05,269.1594355
2019-10-03,0.2,13.25,268.1456682
2019-10-04,3.8,14.6,267.8026023
2019-10-05,18.2,12.95,266.0336642
2019-10-06,17.8,4.0,262.2691977
2019-10-07,0.0,21.7,258.1425309
2019-10-08,0.0,5.7,256.513475
2019-10-09,0.0,10.9,255.89956400000003
2019-10-10,26.8,9.95,256.1448415
2019-10-11,0.0,24.45,253.1729529
2019-10-12,0.2,11.95,249.1131154
2019-10-13,0.0,12.9,241.7957938
2019-10-14,0.0,19.9,238.8043588
2019-10-15,0.0,11.5,237.0060462
2019-10-16,0.0,24.05,234.8108202
2019-10-17,0.0,19.9,240.36078500000002
2019-10-18,14.6,10.7,239.48626569999996
2019-10-19,0.0,26.2,236.21580269999998
2019-10-20,0.0,22.2,229.1896022
2019-10-21,0.0,5.95,227.1296462
2019-10-22,0.0,9.3,225.80367990000002
2019-10-23,0.0,8.1,221.74799860000002
2019-10-24,0.0,25.4,220.8555295
2019-10-25,0.0,6.5,220.26890930000005
2019-10-26,0.0,14.1,220.45027760000002
2019-10-27,0.0,18.6,216.65951189999998
2019-10-28,24.4,3.9,218.2305027
2019-10-29,6.8,18.35,214.4603111
2019-10-30,0.0,12.1,213.6686235
2019-10-31,27.6,15.5,212.04951180000003
2019-11-01,1.4,16.75,210.8797361
2019-11-02,0.0,12.55,209.8828305
2019-11-03,8.2,9.8,209.59525290000002
2019-11-04,0.0,17.0,220.4254667
2019-11-05,8.2,22.05,224.9428256
2019-11-06,0.0,9.3,224.80420469999999
2019-11-07,0.0,9.3,224.80691780000004
2019-11-08,0.0,15.4,224.7969169
2019-11-09,12.4,6.35,224.791167
2019-11-10,12.4,6.65,224.8599805
2019-11-11,0.0,13.9,224.90520840000002
2019-11-12,0.0,5.3,225.0096259
2019-11-13,0.0,10.25,224.9616797
2019-11-14,0.0,25.4,224.9503773
2019-11-15,0.0,17.15,224.89967180000002
2019-11-16,1.0,16.85,224.9691993
2019-11-17,0.0,8.4,225.2527642
2019-11-18,0.0,8.4,225.2589049
2019-11-19,25.7,14.65,290.6817483
2019-11-20,0.0,19.65,286.8675473
2019-11-21,0.0,5.1,296.6075439
2019-11-22,0.0,22.5,290.5679645
2019-11-23,4.0,13.85,227.46675180000003
2019-11-24,0.0,24.05,239.48626569999996
2019-11-25,0.0,3.55,281.020619
2019-11-26,12.8,22.15,223.3837659
2019-11-27,0.4,25.05,222.31575660000001
2019-11-28,0.0,16.95,221.41412290000002
2019-11-29,0.0,22.05,221.3134412
2019-11-30,0.0,13.25,221.0378685
2019-12-01,0.0,25.4,220.77989780000001
2019-12-02,0.0,15.4,220.17941040000002
2019-12-03,3.0,11.8,219.33722369999998
2019-12-04,0.0,18.9,219.01305789999998
2019-12-05,0.0,10.8,218.7238131
2019-12-06,0.0,21.4,220.07553540000004
2019-12-07,0.0,3.8,224.1433517
2019-12-08,0.0,12.45,223.7450826
2019-12-09,9.2,11.7,223.42199069999995
2019-12-10,16.2,4.85,223.09296290000003
2019-12-11,2.6,15.05,222.78658719999999
2019-12-12,0.0,22.75,222.0803213
2019-12-13,0.0,13.25,221.76124700000003
2019-12-14,0.0,13.25,221.9828872
2019-12-15,0.0,12.8,222.219668
2019-12-16,0.0,14.7,221.5879318
2019-12-17,0.0,10.4,221.42852459999997
2019-12-18,0.0,15.85,221.4237137
2019-12-19,0.0,8.0,221.3516595
2019-12-20,5.6,23.7,222.70625130000002
2019-12-21,38.8,5.1,224.5651219
2019-12-22,0.0,25.4,224.9582528
2019-12-23,0.0,7.35,225.0228883
2019-12-24,0.0,8.4,225.1169074
2019-12-25,0.0,17.6,225.10993259999998
2019-12-26,0.0,27.25,225.09153680000003
2019-12-27,0.0,25.4,224.9363656
2019-12-28,0.0,9.3,224.8112844
2019-12-29,8.6,20.45,224.5278563
2019-12-30,0.0,22.15,224.5171103
2019-12-31,0.2,12.45,224.026658
2020-01-01,0.0,12.05,223.0464635
2020-01-02,1.4,21.55,222.3858663
2020-01-03,8.6,12.45,223.23039930000002
2020-01-04,0.0,12.05,224.3290247
2020-01-05,0.0,14.5,223.96777269999998
2020-01-06,1.0,13.65,223.7396438
2020-01-07,4.0,7.3,223.54056749999998
2020-01-08,0.0,8.0,223.2107301
2020-01-09,0.0,10.6,223.5531107
2020-01-10,0.0,11.25,223.75951119999996
2020-01-11,4.2,15.4,223.6179103
2020-01-12,11.8,12.6,223.46977760000001
2020-01-13,0.0,18.75,224.07837769999998
2020-01-14,0.0,17.3,230.26141490000003
2020-01-15,0.4,8.2,223.16331890000004
2020-01-16,0.0,22.25,223.04553080000002
2020-01-17,0.0,6.3,222.99402379999998
2020-01-18,0.0,17.2,289.3577806
2020-01-19,13.4,11.65,283.9526944
2020-01-20,6.4,11.5,277.4690453
2020-01-21,0.0,8.7,222.42865719999998
2020-01-22,0.0,10.35,222.320957
2020-01-23,0.0,21.8,222.34007819999997
2020-01-24,0.0,10.35,222.31136510000002
2020-01-25,1.4,24.5,222.24579590000002
2020-01-26,32.6,12.65,222.3128477
2020-01-27,1.4,21.85,222.1402636
2020-01-28,7.2,13.0,222.13908450000002
2020-01-29,0.0,24.75,222.2717708
2020-01-30,0.0,8.7,222.46473410000002
2020-01-31,0.0,14.6,223.0877623
2020-02-01,0.0,7.9,224.2310651
2020-02-02,0.0,11.25,224.11878280000002
2020-02-03,0.0,11.25,224.16880640000002
2020-02-04,3.4,24.85,224.01903819999998
2020-02-05,10.6,4.6,224.06589190000003
2020-02-06,13.3,8.9,224.1053007
2020-02-07,23.2,8.85,224.09157349999998
2020-02-08,0.0,25.0,223.9452982
2020-02-09,0.0,19.05,223.948835
2020-02-10,0.0,12.6,223.9054184
2020-02-11,0.0,12.45,223.74682280000002
2020-02-12,32.5,18.3,223.86117510000003
2020-02-13,0.0,23.6,223.90478629999998
2020-02-14,0.2,9.55,223.84191040000002
2020-02-15,0.0,3.8,223.80460469999997
2020-02-16,0.0,7.95,223.90189530000004
2020-02-17,0.0,15.6,223.83025
2020-02-18,0.0,19.6,223.9866131
2020-02-19,0.0,23.35,224.1918227
2020-02-20,0.0,11.55,211.740395
2020-02-21,0.0,21.15,212.2457995
2020-02-22,0.2,10.55,214.0361049
2020-02-23,0.0,18.75,215.2357485
2020-02-24,0.0,11.75,216.25728360000002
2020-02-25,0.0,18.8,217.1579605
2020-02-26,0.0,23.95,218.00140209999998
2020-02-27,46.3,6.55,220.64945869999997
2020-02-28,0.0,14.6,223.5990929
2020-02-29,2.2,12.1,224.1699679
2020-03-01,0.0,13.5,224.23530950000003
2020-03-02,0.0,6.2,224.2201556
2020-03-03,0.0,14.2,224.47604080000002
2020-03-04,0.0,25.4,224.6663443
2020-03-05,3.6,17.6,224.662687
2020-03-06,0.0,15.4,224.7819452
2020-03-07,0.0,9.3,224.79960150000002
2020-03-08,0.0,16.4,224.81456839999998
2020-03-09,0.4,13.5,224.79255750000002
2020-03-10,0.0,17.15,224.6655236
2020-03-11,0.0,5.85,224.6389588
2020-03-12,0.4,8.55,224.6447462
2020-03-13,0.0,13.8,224.55620109999998
2020-03-14,0.0,25.4,224.6679478
2020-03-15,0.0,22.1,224.6140043
2020-03-16,0.0,5.3,224.6031546
2020-03-17,0.0,23.0,224.6107011
2020-03-18,0.0,15.5,224.55807599999997
2020-03-19,0.0,23.0,224.6496057
2020-03-20,0.0,23.0,224.61116569999996
2020-03-21,37.6,3.95,224.53309130000002
2020-03-22,0.0,14.25,224.53865930000003
2020-03-23,0.0,27.3,224.4291637
2020-03-24,0.0,15.9,224.4927359
2020-03-25,0.0,15.55,224.40895049999997
2020-03-26,9.3,20.45,224.4633965
2020-03-27,10.2,14.25,224.7343994
2020-03-28,0.0,24.05,224.6554505
2020-03-29,3.2,14.3,224.5971059
2020-03-30,0.0,19.8,224.50291569999996
2020-03-31,0.0,15.5,224.5423318
2020-04-01,0.0,19.8,224.51053419999997
2020-04-02,0.0,21.8,224.5931526
2020-04-03,0.0,14.2,224.5403137
2020-04-04,0.0,24.5,224.4438835
2020-04-05,0.0,23.0,224.61340319999996
2020-04-06,0.0,19.8,224.50066
2020-04-07,0.2,6.35,224.5207673
2020-04-08,0.0,14.2,224.53354469999996
2020-04-09,0.0,10.6,224.55025890000002
2020-04-10,0.0,19.8,224.5060244
2020-04-11,5.0,15.8,224.5881914
2020-04-12,0.0,17.15,224.6677315
2020-04-13,0.0,23.0,224.58158840000002
2020-04-14,0.0,23.0,224.64620299999999
2020-04-15,0.0,21.9,224.60784950000001
2020-04-16,7.6,10.35,224.63367430000002
2020-04-17,0.0,25.4,224.67479139999998
2020-04-18,0.0,11.6,224.6582085
2020-04-19,33.5,8.5,224.6525003
2020-04-20,0.0,8.05,224.667059
2020-04-21,0.0,24.05,224.73533700000002
2020-04-22,0.0,24.05,224.661196
2020-04-23,9.6,9.1,224.617596
2020-04-24,0.0,5.3,224.63595690000002
2020-04-25,0.0,15.5,224.5538101
2020-04-26,5.2,23.1,224.53921769999997
2020-04-27,0.0,15.75,224.52087039999998
2020-04-28,0.0,12.65,224.57439869999996
2020-04-29,0.0,22.1,224.6115594
2020-04-30,0.0,11.6,224.6599531
2020-05-01,0.0,26.1,224.7061048
2020-05-02,0.0,23.85,224.6295268
2020-05-03,16.3,3.95,224.63752140000003
2020-05-04,7.2,13.5,224.6268449
2020-05-05,1.2,21.2,224.702275
2020-05-06,0.4,6.3,224.86074989999997
2020-05-07,0.0,9.3,224.7929844
2020-05-08,0.0,22.2,224.7611864
2020-05-09,0.0,9.3,224.7748107
2020-05-10,0.4,21.4,224.7640363
2020-05-11,6.6,14.5,224.7221841
2020-05-12,0.0,11.6,224.6446891
2020-05-13,0.0,17.15,224.67109109999998
2020-05-14,0.0,15.75,224.52290299999999
2020-05-15,0.0,21.9,224.61044930000003
2020-05-16,0.0,13.8,224.5627473
2020-05-17,5.0,13.15,224.45790609999997
2020-05-18,3.4,19.95,224.48906659999997
2020-05-19,0.0,4.75,224.4257715
2020-05-20,0.0,27.3,224.3825847
2020-05-21,0.0,24.6,224.3223625
2020-05-22,6.0,15.0,224.2295469
2020-05-23,2.6,9.05,224.20203450000002
2020-05-24,0.0,13.5,224.07893769999998
2020-05-25,1.0,13.45,224.1027754
2020-05-26,0.0,8.15,223.9999125
2020-05-27,0.0,17.5,223.6368025
2020-05-28,1.4,14.6,224.0065818
2020-05-29,0.0,11.15,223.9319185
2020-05-30,0.2,13.85,223.9570615
2020-05-31,2.2,18.45,223.8840037
2020-06-01,0.0,23.6,223.89397090000003
2020-06-02,0.0,12.6,223.89983080000002
2020-06-03,0.2,11.6,223.7992213
2020-06-04,0.0,18.95,223.8350338
2020-06-05,0.0,13.65,223.79811150000003
2020-06-06,0.0,18.3,224.34757799999997
2020-06-07,7.0,25.0,224.5653131
2020-06-08,26.8,7.5,224.4832919
2020-06-09,0.2,10.6,224.399748
2020-06-10,0.0,17.15,224.44202990000002
2020-06-11,0.0,17.15,224.44604500000003
2020-06-12,10.9,18.4,224.4229913
2020-06-13,7.4,23.7,224.45725359999997
2020-06-14,26.8,6.15,224.480195
2020-06-15,11.6,20.05,224.3954415
2020-06-16,0.0,4.75,224.4262549
2020-06-17,0.2,10.6,224.373913
2020-06-18,0.0,6.2,224.23187830000003
2020-06-19,0.0,13.25,224.19832730000002
2020-06-20,0.6,22.85,224.1416815
2020-06-21,0.0,20.45,224.1827727
2020-06-22,0.0,13.65,224.17032110000002
2020-06-23,0.0,14.25,224.12378059999998
2020-06-24,4.2,4.55,224.07296769999996
2020-06-25,0.0,23.4,224.0137039
2020-06-26,0.0,7.95,223.9191154
2020-06-27,0.0,6.05,223.8617874
2020-06-28,0.0,3.8,223.76438230000002
2020-06-29,12.4,20.05,223.7662716
2020-06-30,2.4,8.2,223.75265319999997
