,Rainfall_Terni,Flow_Rate_Lupa
2013-12-05,1.368,91.57
2013-12-06,1.368,91.58
2013-12-07,1.368,91.59
2013-12-08,1.368,91.6
2013-12-09,1.368,91.67
2013-12-10,1.368,91.65
2013-12-11,1.368,91.61
2013-12-12,1.368,91.62
2013-12-13,1.368,91.63
2013-12-14,1.368,91.64
2013-12-15,1.368,91.65
2013-12-16,1.368,91.66
2013-12-17,1.368,91.67
2013-12-18,1.368,91.68
2013-12-19,1.368,91.69
2013-12-20,1.368,91.7
2013-12-21,1.368,91.71
2013-12-22,1.368,91.72
2013-12-23,1.368,91.73
2013-12-24,1.368,91.74
2013-12-25,1.368,91.75
2013-12-26,1.368,91.76
2013-12-27,1.368,91.77
2013-12-28,1.368,91.78
2013-12-29,1.368,91.79
2013-12-30,1.368,91.8
2013-12-31,1.368,91.81
2014-01-01,4.748,91.82
2014-01-02,4.748,91.83
2014-01-03,4.748,91.84
2014-01-04,4.748,91.85
2014-01-05,4.748,91.86
2014-01-06,4.748,91.87
2014-01-07,4.748,91.88
2014-01-08,4.748,91.89
2014-01-09,4.748,91.9
2014-01-10,4.748,91.91
2014-01-11,4.748,91.92
2014-01-12,4.748,91.93
2014-01-13,4.748,91.94
2014-01-14,4.748,91.95
2014-01-15,4.748,91.96
2014-01-16,4.748,91.97
2014-01-17,4.748,91.98
2014-01-18,4.748,91.99
2014-01-19,4.748,92.0
2014-01-20,4.748,92.01
2014-01-21,4.748,92.02
2014-01-22,4.748,92.03
2014-01-23,4.748,92.04
2014-01-24,4.748,92.07
2014-01-25,4.748,92.08
2014-01-26,4.748,92.09
2014-01-27,4.748,92.1
2014-01-28,4.748,92.11
2014-01-29,4.748,92.12
2014-01-30,4.748,91.94
2014-01-31,4.748,91.95
2014-02-01,4.069,92.13
2014-02-02,4.069,92.14
2014-02-03,4.069,92.15
2014-02-04,4.069,92.16
2014-02-05,4.069,92.17
2014-02-06,4.069,92.18
2014-02-07,4.069,92.19
2014-02-08,4.069,92.2
2014-02-09,4.069,92.21
2014-02-10,4.069,92.22
2014-02-11,4.069,92.23
2014-02-12,4.069,92.24
2014-02-13,4.069,92.25
2014-02-14,4.069,92.26
2014-02-15,4.069,92.27
2014-02-16,4.069,92.28
2014-02-17,4.069,92.29
2014-02-18,4.069,92.3
2014-02-19,4.069,92.31
2014-02-20,4.069,92.32
2014-02-21,4.069,92.33
2014-02-22,4.069,92.34
2014-02-23,4.069,92.35
2014-02-24,4.069,92.36
2014-02-25,4.069,92.37
2014-02-26,4.069,92.38
2014-02-27,4.069,92.39
2014-02-28,4.069,92.4
2014-03-01,2.7289999999999996,92.41
2014-03-02,2.7289999999999996,92.42
2014-03-03,2.7289999999999996,92.43
2014-03-04,2.7289999999999996,92.44
2014-03-05,2.7289999999999996,92.45
2014-03-06,2.7289999999999996,92.46
2014-03-07,2.7289999999999996,92.47
2014-03-08,2.7289999999999996,92.48
2014-03-09,2.7289999999999996,92.49
2014-03-10,2.7289999999999996,92.5
2014-03-11,2.7289999999999996,92.51
2014-03-12,2.7289999999999996,92.52
2014-03-13,2.7289999999999996,92.53
2014-03-14,2.7289999999999996,92.54
2014-03-15,2.7289999999999996,92.57
2014-03-16,2.7289999999999996,92.58
2014-03-17,2.7289999999999996,92.59
2014-03-18,2.7289999999999996,92.6
2014-03-19,2.7289999999999996,92.61
2014-03-20,2.7289999999999996,92.62
2014-03-21,2.7289999999999996,92.63
2014-03-22,2.7289999999999996,92.64
2014-03-23,2.7289999999999996,92.57
2014-03-24,2.7289999999999996,92.54
2014-03-25,2.7289999999999996,92.65
2014-03-26,2.7289999999999996,92.66
2014-03-27,2.7289999999999996,92.67
2014-03-28,2.7289999999999996,92.68
2014-03-29,2.7289999999999996,92.69
2014-03-30,2.7289999999999996,92.7
2014-03-31,2.7289999999999996,92.71
2014-04-01,2.142,92.72
2014-04-02,2.142,92.73
2014-04-03,2.142,92.74
2014-04-04,2.142,92.75
2014-04-05,2.142,92.76
2014-04-06,2.142,92.77
2014-04-07,2.142,92.78
2014-04-08,2.142,92.79
2014-04-09,2.142,92.8
2014-04-10,2.142,92.81
2014-04-11,2.142,92.82
2014-04-12,2.142,92.83
2014-04-13,2.142,92.84
2014-04-14,2.142,92.85
2014-04-15,2.142,92.86
2014-04-16,2.142,92.87
2014-04-17,2.142,92.88
2014-04-18,2.142,92.89
2014-04-19,2.142,92.9
2014-04-20,2.142,92.91
2014-04-21,2.142,92.92
2014-04-22,2.142,92.93
2014-04-23,2.142,92.94
2014-04-24,2.142,92.95
2014-04-25,2.142,92.96
2014-04-26,2.142,92.97
2014-04-27,2.142,92.98
2014-04-28,2.142,92.99
2014-04-29,2.142,93.0
2014-04-30,2.142,93.01
2014-05-01,2.166,93.02
2014-05-02,2.166,93.03
2014-05-03,2.166,93.04
2014-05-04,2.166,93.07
2014-05-05,2.166,93.08
2014-05-06,2.166,93.09
2014-05-07,2.166,93.1
2014-05-08,2.166,93.11
2014-05-09,2.166,93.12
2014-05-10,2.166,93.13
2014-05-11,2.166,93.14
2014-05-12,2.166,93.15
2014-05-13,2.166,93.16
2014-05-14,2.166,93.21
2014-05-15,2.166,93.21
2014-05-16,2.166,93.17
2014-05-17,2.166,93.18
2014-05-18,2.166,93.19
2014-05-19,2.166,93.2
2014-05-20,2.166,93.21
2014-05-21,2.166,93.22
2014-05-22,2.166,93.23
2014-05-23,2.166,93.24
2014-05-24,2.166,93.25
2014-05-25,2.166,93.26
2014-05-26,2.166,93.27
2014-05-27,2.166,93.28
2014-05-28,2.166,93.29
2014-05-29,2.166,93.3
2014-05-30,2.166,93.31
2014-05-31,2.166,93.32
2014-06-01,3.634,93.33
2014-06-02,3.634,93.34
2014-06-03,3.634,93.35
2014-06-04,3.634,93.36
2014-06-05,3.634,93.37
2014-06-06,3.634,93.38
2014-06-07,3.634,93.39
2014-06-08,3.634,93.4
2014-06-09,3.634,93.41
2014-06-10,3.634,93.42
2014-06-11,3.634,93.43
2014-06-12,3.634,93.44
2014-06-13,3.634,93.45
2014-06-14,3.634,93.46
2014-06-15,3.634,93.47
2014-06-16,3.634,93.48
2014-06-17,3.634,93.49
2014-06-18,3.634,93.5
2014-06-19,3.634,93.51
2014-06-20,3.634,93.52
2014-06-21,3.634,93.53
2014-06-22,3.634,93.54
2014-06-23,3.634,93.57
2014-06-24,3.634,93.58
2014-06-25,3.634,93.59
2014-06-26,3.634,93.6
2014-06-27,3.634,93.61
2014-06-28,3.634,93.62
2014-06-29,3.634,93.63
2014-06-30,3.634,93.64
2014-07-01,2.131,93.65
2014-07-02,2.131,93.66
2014-07-03,2.131,93.67
2014-07-04,2.131,93.68
2014-07-05,2.131,93.79
2014-07-06,2.131,93.78
2014-07-07,2.131,93.69
2014-07-08,2.131,93.7
2014-07-09,2.131,93.71
2014-07-10,2.131,93.72
2014-07-11,2.131,93.73
2014-07-12,2.131,93.74
2014-07-13,2.131,93.75
2014-07-14,2.131,93.76
2014-07-15,2.131,93.77
2014-07-16,2.131,93.78
2014-07-17,2.131,93.79
2014-07-18,2.131,93.8
2014-07-19,2.131,93.81
2014-07-20,2.131,93.82
2014-07-21,2.131,93.83
2014-07-22,2.131,93.84
2014-07-23,2.131,93.85
2014-07-24,2.131,93.86
2014-07-25,2.131,93.87
2014-07-26,2.131,93.88
2014-07-27,2.131,93.89
2014-07-28,2.131,93.9
2014-07-29,2.131,93.91
2014-07-30,2.131,93.92
2014-07-31,2.131,93.93
2014-08-01,0.9329999999999999,93.94
2014-08-02,0.9329999999999999,93.95
2014-08-03,0.9329999999999999,93.96
2014-08-04,0.9329999999999999,93.97
2014-08-05,0.9329999999999999,93.98
2014-08-06,0.9329999999999999,93.99
2014-08-07,0.9329999999999999,94.0
2014-08-08,0.9329999999999999,94.01
2014-08-09,0.9329999999999999,94.02
2014-08-10,0.9329999999999999,94.03
2014-08-11,0.9329999999999999,94.04
2014-08-12,0.9329999999999999,94.07
2014-08-13,0.9329999999999999,94.08
2014-08-14,0.9329999999999999,94.09
2014-08-15,0.9329999999999999,94.1
2014-08-16,0.9329999999999999,94.11
2014-08-17,0.9329999999999999,94.12
2014-08-18,0.9329999999999999,94.13
2014-08-19,0.9329999999999999,94.14
2014-08-20,0.9329999999999999,94.15
2014-08-21,0.9329999999999999,94.16
2014-08-22,0.9329999999999999,94.17
2014-08-23,0.9329999999999999,94.18
2014-08-24,0.9329999999999999,94.19
2014-08-25,0.9329999999999999,94.2
2014-08-26,0.9329999999999999,93.94
2014-08-27,0.9329999999999999,93.94
2014-08-28,0.9329999999999999,94.21
2014-08-29,0.9329999999999999,94.22
2014-08-30,0.9329999999999999,94.23
2014-08-31,0.9329999999999999,94.24
2014-09-01,2.427,94.25
2014-09-02,2.427,94.26
2014-09-03,2.427,94.27
2014-09-04,2.427,94.28
2014-09-05,2.427,94.29
2014-09-06,2.427,94.3
2014-09-07,2.427,94.31
2014-09-08,2.427,94.32
2014-09-09,2.427,94.33
2014-09-10,2.427,94.34
2014-09-11,2.427,94.35
2014-09-12,2.427,94.36
2014-09-13,2.427,94.37
2014-09-14,2.427,94.38
2014-09-15,2.427,94.39
2014-09-16,2.427,94.4
2014-09-17,2.427,94.41
2014-09-18,2.427,94.42
2014-09-19,2.427,94.43
2014-09-20,2.427,94.44
2014-09-21,2.427,94.45
2014-09-22,2.427,94.46
2014-09-23,2.427,94.47
2014-09-24,2.427,94.48
2014-09-25,2.427,94.49
2014-09-26,2.427,94.5
2014-09-27,2.427,94.51
2014-09-28,2.427,94.52
2014-09-29,2.427,94.53
2014-09-30,2.427,94.54
2014-10-01,2.9189999999999996,94.57
2014-10-02,2.9189999999999996,94.58
2014-10-03,2.9189999999999996,94.59
2014-10-04,2.9189999999999996,94.6
2014-10-05,2.9189999999999996,94.61
2014-10-06,2.9189999999999996,94.62
2014-10-07,2.9189999999999996,94.63
2014-10-08,2.9189999999999996,94.64
2014-10-09,2.9189999999999996,94.65
2014-10-10,2.9189999999999996,94.66
2014-10-11,2.9189999999999996,94.67
2014-10-12,2.9189999999999996,94.68
2014-10-13,2.9189999999999996,94.69
2014-10-14,2.9189999999999996,94.7
2014-10-15,2.9189999999999996,94.71
2014-10-16,2.9189999999999996,94.72
2014-10-17,2.9189999999999996,94.85
2014-10-18,2.9189999999999996,94.58
2014-10-19,2.9189999999999996,94.73
2014-10-20,2.9189999999999996,94.74
2014-10-21,2.9189999999999996,94.75
2014-10-22,2.9189999999999996,94.76
2014-10-23,2.9189999999999996,94.77
2014-10-24,2.9189999999999996,94.78
2014-10-25,2.9189999999999996,94.79
2014-10-26,2.9189999999999996,94.8
2014-10-27,2.9189999999999996,94.81
2014-10-28,2.9189999999999996,94.82
2014-10-29,2.9189999999999996,94.83
2014-10-30,2.9189999999999996,94.84
2014-10-31,2.9189999999999996,94.85
2014-11-01,7.688,94.86
2014-11-02,7.688,94.87
2014-11-03,7.688,94.88
2014-11-04,7.688,94.89
2014-11-05,7.688,94.9
2014-11-06,7.688,94.91
2014-11-07,7.688,94.92
2014-11-08,7.688,94.93
2014-11-09,7.688,94.94
2014-11-10,7.688,94.95
2014-11-11,7.688,94.96
2014-11-12,7.688,94.97
2014-11-13,7.688,94.98
2014-11-14,7.688,94.99
2014-11-15,7.688,95.0
2014-11-16,7.688,95.01
2014-11-17,7.688,95.02
2014-11-18,7.688,95.03
2014-11-19,7.688,95.04
2014-11-20,7.688,95.07
2014-11-21,7.688,95.08
2014-11-22,7.688,95.09
2014-11-23,7.688,95.1
2014-11-24,7.688,95.11
2014-11-25,7.688,95.12
2014-11-26,7.688,95.13
2014-11-27,7.688,95.14
2014-11-28,7.688,95.15
2014-11-29,7.688,95.16
2014-11-30,7.688,95.17
2014-12-01,2.8489999999999998,95.18
2014-12-02,2.8489999999999998,95.19
2014-12-03,2.8489999999999998,95.2
2014-12-04,2.8489999999999998,95.21
2014-12-05,2.8489999999999998,95.22
2014-12-06,2.8489999999999998,95.23
2014-12-07,2.8489999999999998,95.24
2014-12-08,2.8489999999999998,95.31
2014-12-09,2.8489999999999998,95.3
2014-12-10,2.8489999999999998,95.25
2014-12-11,2.8489999999999998,95.26
2014-12-12,2.8489999999999998,95.27
2014-12-13,2.8489999999999998,95.28
2014-12-14,2.8489999999999998,95.29
2014-12-15,2.8489999999999998,95.3
2014-12-16,2.8489999999999998,95.31
2014-12-17,2.8489999999999998,95.32
2014-12-18,2.8489999999999998,95.33
2014-12-19,2.8489999999999998,95.34
2014-12-20,2.8489999999999998,95.35
2014-12-21,2.8489999999999998,95.36
2014-12-22,2.8489999999999998,95.37
2014-12-23,2.8489999999999998,95.38
2014-12-24,2.8489999999999998,95.39
2014-12-25,2.8489999999999998,95.4
2014-12-26,2.8489999999999998,95.41
2014-12-27,2.8489999999999998,95.42
2014-12-28,2.8489999999999998,95.43
2014-12-29,2.8489999999999998,95.44
2014-12-30,2.8489999999999998,95.45
2014-12-31,2.8489999999999998,95.46
2015-01-01,1.78,95.47
2015-01-02,1.78,95.48
2015-01-03,1.78,95.49
2015-01-04,1.78,95.5
2015-01-05,1.78,95.51
2015-01-06,1.78,95.52
2015-01-07,1.78,95.53
2015-01-08,1.78,95.54
2015-01-09,1.78,95.57
2015-01-10,1.78,95.58
2015-01-11,1.78,95.59
2015-01-12,1.78,95.6
2015-01-13,1.78,95.61
2015-01-14,1.78,95.62
2015-01-15,1.78,95.63
2015-01-16,1.78,95.64
2015-01-17,1.78,95.65
2015-01-18,1.78,95.66
2015-01-19,1.78,95.67
2015-01-20,1.78,95.68
2015-01-21,1.78,95.69
2015-01-22,1.78,95.7
2015-01-23,1.78,95.71
2015-01-24,1.78,95.72
2015-01-25,1.78,95.73
2015-01-26,1.78,95.74
2015-01-27,1.78,95.75
2015-01-28,1.78,95.76
2015-01-29,1.78,95.66
2015-01-30,1.78,95.47
2015-01-31,1.78,95.77
2015-02-01,3.778,95.78
2015-02-02,3.778,95.79
2015-02-03,3.778,95.8
2015-02-04,3.778,95.81
2015-02-05,3.778,95.82
2015-02-06,3.778,95.83
2015-02-07,3.778,95.84
2015-02-08,3.778,95.85
2015-02-09,3.778,95.86
2015-02-10,3.778,95.87
2015-02-11,3.778,95.88
2015-02-12,3.778,95.89
2015-02-13,3.778,95.9
2015-02-14,3.778,95.91
2015-02-15,3.778,95.92
2015-02-16,3.778,95.93
2015-02-17,3.778,95.94
2015-02-18,3.778,95.95
2015-02-19,3.778,95.96
2015-02-20,3.778,95.97
2015-02-21,3.778,95.98
2015-02-22,3.778,95.99
2015-02-23,3.778,96.0
2015-02-24,3.778,96.01
2015-02-25,3.778,96.02
2015-02-26,3.778,96.03
2015-02-27,3.778,96.04
2015-02-28,3.778,96.07
2015-03-01,4.346,96.08
2015-03-02,4.346,96.09
2015-03-03,4.346,96.1
2015-03-04,4.346,96.11
2015-03-05,4.346,96.12
2015-03-06,4.346,96.13
2015-03-07,4.346,96.14
2015-03-08,4.346,96.15
2015-03-09,4.346,96.16
2015-03-10,4.346,96.17
2015-03-11,4.346,96.18
2015-03-12,4.346,96.19
2015-03-13,4.346,96.2
2015-03-14,4.346,96.21
2015-03-15,4.346,96.22
2015-03-16,4.346,96.23
2015-03-17,4.346,96.24
2015-03-18,4.346,96.25
2015-03-19,4.346,96.26
2015-03-20,4.346,96.27
2015-03-21,4.346,96.28
2015-03-22,4.346,96.24
2015-03-23,4.346,96.25
2015-03-24,4.346,96.29
2015-03-25,4.346,96.3
2015-03-26,4.346,96.31
2015-03-27,4.346,96.32
2015-03-28,4.346,96.33
2015-03-29,4.346,96.34
2015-03-30,4.346,96.35
2015-03-31,4.346,96.36
2015-04-01,1.954,96.37
2015-04-02,1.954,96.38
2015-04-03,1.954,96.39
2015-04-04,1.954,96.4
2015-04-05,1.954,96.41
2015-04-06,1.954,96.42
2015-04-07,1.954,96.43
2015-04-08,1.954,96.44
2015-04-09,1.954,96.45
2015-04-10,1.954,96.46
2015-04-11,1.954,96.47
2015-04-12,1.954,96.48
2015-04-13,1.954,96.49
2015-04-14,1.954,96.5
2015-04-15,1.954,96.51
2015-04-16,1.954,96.52
2015-04-17,1.954,96.53
2015-04-18,1.954,96.54
2015-04-19,1.954,96.57
2015-04-20,1.954,96.58
2015-04-21,1.954,96.59
2015-04-22,1.954,96.6
2015-04-23,1.954,96.61
2015-04-24,1.954,96.62
2015-04-25,1.954,96.63
2015-04-26,1.954,96.64
2015-04-27,1.954,96.65
2015-04-28,1.954,96.66
2015-04-29,1.954,96.67
2015-04-30,1.954,96.68
2015-05-01,1.639,96.69
2015-05-02,1.639,96.7
2015-05-03,1.639,96.71
2015-05-04,1.639,96.72
2015-05-05,1.639,96.73
2015-05-06,1.639,96.74
2015-05-07,1.639,96.75
2015-05-08,1.639,96.76
2015-05-09,1.639,96.77
2015-05-10,1.639,96.78
2015-05-11,1.639,96.79
2015-05-12,1.639,96.8
2015-05-13,1.639,96.87
2015-05-14,1.639,96.84
2015-05-15,1.639,96.81
2015-05-16,1.639,96.82
2015-05-17,1.639,96.83
2015-05-18,1.639,96.84
2015-05-19,1.639,96.85
2015-05-20,1.639,96.86
2015-05-21,1.639,96.87
2015-05-22,1.639,96.88
2015-05-23,1.639,96.89
2015-05-24,1.639,96.9
2015-05-25,1.639,96.91
2015-05-26,1.639,96.92
2015-05-27,1.639,96.93
2015-05-28,1.639,96.94
2015-05-29,1.639,96.95
2015-05-30,1.639,96.96
2015-05-31,1.639,96.97
2015-06-01,1.915,96.98
2015-06-02,1.915,96.99
2015-06-03,1.915,97.0
2015-06-04,1.915,97.01
2015-06-05,1.915,97.02
2015-06-06,1.915,97.03
2015-06-07,1.915,97.04
2015-06-08,1.915,97.07
2015-06-09,1.915,97.08
2015-06-10,1.915,97.09
2015-06-11,1.915,97.1
2015-06-12,1.915,97.11
2015-06-13,1.915,97.12
2015-06-14,1.915,97.13
2015-06-15,1.915,97.14
2015-06-16,1.915,97.15
2015-06-17,1.915,97.16
2015-06-18,1.915,97.17
2015-06-19,1.915,97.18
2015-06-20,1.915,97.19
2015-06-21,1.915,97.2
2015-06-22,1.915,97.21
2015-06-23,1.915,97.22
2015-06-24,1.915,97.23
2015-06-25,1.915,97.24
2015-06-26,1.915,97.25
2015-06-27,1.915,97.26
2015-06-28,1.915,97.27
2015-06-29,1.915,97.28
2015-06-30,1.915,97.29
2015-07-01,0.852,97.3
2015-07-02,0.852,97.31
2015-07-03,0.852,97.32
2015-07-04,0.852,97.48
2015-07-05,0.852,97.48
2015-07-06,0.852,97.33
2015-07-07,0.852,97.34
2015-07-08,0.852,97.35
2015-07-09,0.852,97.36
2015-07-10,0.852,97.37
2015-07-11,0.852,97.38
2015-07-12,0.852,97.39
2015-07-13,0.852,97.4
2015-07-14,0.852,97.41
2015-07-15,0.852,97.42
2015-07-16,0.852,97.43
2015-07-17,0.852,97.44
2015-07-18,0.852,97.45
2015-07-19,0.852,97.46
2015-07-20,0.852,97.47
2015-07-21,0.852,97.48
2015-07-22,0.852,97.49
2015-07-23,0.852,97.5
2015-07-24,0.852,97.51
2015-07-25,0.852,97.52
2015-07-26,0.852,97.53
2015-07-27,0.852,97.54
2015-07-28,0.852,97.57
2015-07-29,0.852,97.58
2015-07-30,0.852,97.59
2015-07-31,0.852,97.6
2015-08-01,2.927,97.61
2015-08-02,2.927,97.62
2015-08-03,2.927,97.63
2015-08-04,2.927,97.64
2015-08-05,2.927,97.65
2015-08-06,2.927,97.66
2015-08-07,2.927,97.67
2015-08-08,2.927,97.68
2015-08-09,2.927,97.69
2015-08-10,2.927,97.7
2015-08-11,2.927,97.71
2015-08-12,2.927,97.72
2015-08-13,2.927,97.73
2015-08-14,2.927,97.74
2015-08-15,2.927,97.75
2015-08-16,2.927,97.76
2015-08-17,2.927,97.77
2015-08-18,2.927,97.78
2015-08-19,2.927,97.79
2015-08-20,2.927,97.8
2015-08-21,2.927,97.81
2015-08-22,2.927,97.82
2015-08-23,2.927,97.83
2015-08-24,2.927,97.84
2015-08-25,2.927,106.77
2015-08-26,2.927,106.78
2015-08-27,2.927,97.85
2015-08-28,2.927,97.86
2015-08-29,2.927,97.87
2015-08-30,2.927,97.88
2015-08-31,2.927,97.89
2015-09-01,1.71,97.9
2015-09-02,1.71,97.91
2015-09-03,1.71,97.92
2015-09-04,1.71,97.93
2015-09-05,1.71,97.94
2015-09-06,1.71,97.95
2015-09-07,1.71,97.96
2015-09-08,1.71,97.97
2015-09-09,1.71,97.98
2015-09-10,1.71,97.99
2015-09-11,1.71,98.0
2015-09-12,1.71,98.01
2015-09-13,1.71,98.02
2015-09-14,1.71,98.03
2015-09-15,1.71,98.04
2015-09-16,1.71,98.07
2015-09-17,1.71,98.08
2015-09-18,1.71,98.09
2015-09-19,1.71,98.1
2015-09-20,1.71,98.11
2015-09-21,1.71,98.12
2015-09-22,1.71,98.13
2015-09-23,1.71,98.14
2015-09-24,1.71,98.15
2015-09-25,1.71,98.16
2015-09-26,1.71,98.17
2015-09-27,1.71,98.18
2015-09-28,1.71,98.19
2015-09-29,1.71,98.2
2015-09-30,1.71,98.21
2015-10-01,4.232,98.22
2015-10-02,4.232,98.23
2015-10-03,4.232,98.24
2015-10-04,4.232,98.25
2015-10-05,4.232,98.26
2015-10-06,4.232,98.27
2015-10-07,4.232,98.28
2015-10-08,4.232,98.29
2015-10-09,4.232,98.3
2015-10-10,4.232,98.31
2015-10-11,4.232,98.32
2015-10-12,4.232,98.33
2015-10-13,4.232,98.34
2015-10-14,4.232,98.35
2015-10-15,4.232,98.36
2015-10-16,4.232,98.26
2015-10-17,4.232,98.27
2015-10-18,4.232,98.37
2015-10-19,4.232,98.38
2015-10-20,4.232,98.39
2015-10-21,4.232,98.4
2015-10-22,4.232,98.41
2015-10-23,4.232,98.42
2015-10-24,4.232,98.43
2015-10-25,4.232,98.44
2015-10-26,4.232,98.45
2015-10-27,4.232,98.46
2015-10-28,4.232,98.47
2015-10-29,4.232,98.48
2015-10-30,4.232,98.49
2015-10-31,4.232,98.5
2015-11-01,1.5619999999999998,98.51
2015-11-02,1.5619999999999998,98.52
2015-11-03,1.5619999999999998,98.53
2015-11-04,1.5619999999999998,98.54
2015-11-05,1.5619999999999998,98.57
2015-11-06,1.5619999999999998,98.58
2015-11-07,1.5619999999999998,98.59
2015-11-08,1.5619999999999998,98.6
2015-11-09,1.5619999999999998,98.61
2015-11-10,1.5619999999999998,98.62
2015-11-11,1.5619999999999998,98.63
2015-11-12,1.5619999999999998,98.64
2015-11-13,1.5619999999999998,98.65
2015-11-14,1.5619999999999998,98.66
2015-11-15,1.5619999999999998,98.67
2015-11-16,1.5619999999999998,98.68
2015-11-17,1.5619999999999998,98.69
2015-11-18,1.5619999999999998,98.7
2015-11-19,1.5619999999999998,98.71
2015-11-20,1.5619999999999998,98.72
2015-11-21,1.5619999999999998,98.73
2015-11-22,1.5619999999999998,98.74
2015-11-23,1.5619999999999998,98.75
2015-11-24,1.5619999999999998,98.76
2015-11-25,1.5619999999999998,98.77
2015-11-26,1.5619999999999998,98.78
2015-11-27,1.5619999999999998,98.79
2015-11-28,1.5619999999999998,98.8
2015-11-29,1.5619999999999998,98.81
2015-11-30,1.5619999999999998,98.82
2015-12-01,0.184,98.83
2015-12-02,0.184,98.84
2015-12-03,0.184,98.85
2015-12-04,0.184,98.86
2015-12-05,0.184,98.87
2015-12-06,0.184,98.88
2015-12-07,0.184,98.97
2015-12-08,0.184,98.99
2015-12-09,0.184,98.89
2015-12-10,0.184,98.9
2015-12-11,0.184,98.91
2015-12-12,0.184,98.92
2015-12-13,0.184,98.93
2015-12-14,0.184,98.94
2015-12-15,0.184,98.95
2015-12-16,0.184,98.96
2015-12-17,0.184,98.97
2015-12-18,0.184,98.98
2015-12-19,0.184,98.99
2015-12-20,0.184,99.0
2015-12-21,0.184,99.01
2015-12-22,0.184,99.02
2015-12-23,0.184,99.03
2015-12-24,0.184,99.04
2015-12-25,0.184,99.07
2015-12-26,0.184,99.08
2015-12-27,0.184,99.09
2015-12-28,0.184,99.1
2015-12-29,0.184,99.11
2015-12-30,0.184,99.12
2015-12-31,0.184,99.13
2016-01-01,1.608,99.14
2016-01-02,1.608,99.15
2016-01-03,1.608,99.16
2016-01-04,1.608,99.17
2016-01-05,1.608,99.18
2016-01-06,1.608,99.19
2016-01-07,1.608,99.2
2016-01-08,1.608,99.21
2016-01-09,1.608,99.22
2016-01-10,1.608,99.23
2016-01-11,1.608,99.24
2016-01-12,1.608,99.25
2016-01-13,1.608,99.26
2016-01-14,1.608,99.27
2016-01-15,1.608,99.28
2016-01-16,1.608,99.29
2016-01-17,1.608,99.3
2016-01-18,1.608,99.31
2016-01-19,1.608,99.32
2016-01-20,1.608,99.33
2016-01-21,1.608,99.34
2016-01-22,1.608,99.35
2016-01-23,1.608,99.36
2016-01-24,1.608,99.37
2016-01-25,1.608,99.38
2016-01-26,1.608,99.39
2016-01-27,1.608,99.4
2016-01-28,1.608,99.14
2016-01-29,1.608,99.16
2016-01-30,1.608,99.41
2016-01-31,1.608,99.42
2016-02-01,4.7330000000000005,99.43
2016-02-02,4.7330000000000005,99.44
2016-02-03,4.7330000000000005,99.45
2016-02-04,4.7330000000000005,99.46
2016-02-05,4.7330000000000005,99.47
2016-02-06,4.7330000000000005,99.48
2016-02-07,4.7330000000000005,99.49
2016-02-08,4.7330000000000005,99.5
2016-02-09,4.7330000000000005,99.51
2016-02-10,4.7330000000000005,99.52
2016-02-11,4.7330000000000005,99.53
2016-02-12,4.7330000000000005,99.54
2016-02-13,4.7330000000000005,99.57
2016-02-14,4.7330000000000005,99.58
2016-02-15,4.7330000000000005,99.59
2016-02-16,4.7330000000000005,99.6
2016-02-17,4.7330000000000005,99.61
2016-02-18,4.7330000000000005,99.62
2016-02-19,4.7330000000000005,99.63
2016-02-20,4.7330000000000005,99.64
2016-02-21,4.7330000000000005,99.65
2016-02-22,4.7330000000000005,99.66
2016-02-23,4.7330000000000005,99.67
2016-02-24,4.7330000000000005,99.68
2016-02-25,4.7330000000000005,99.69
2016-02-26,4.7330000000000005,99.7
2016-02-27,4.7330000000000005,99.71
2016-02-28,4.7330000000000005,99.72
2016-02-29,4.7330000000000005,99.73
2016-03-01,1.867,99.74
2016-03-02,1.867,99.75
2016-03-03,1.867,99.76
2016-03-04,1.867,99.77
2016-03-05,1.867,99.78
2016-03-06,1.867,99.79
2016-03-07,1.867,99.8
2016-03-08,1.867,99.81
2016-03-09,1.867,99.82
2016-03-10,1.867,99.83
2016-03-11,1.867,99.84
2016-03-12,1.867,99.85
2016-03-13,1.867,99.86
2016-03-14,1.867,99.87
2016-03-15,1.867,99.88
2016-03-16,1.867,99.89
2016-03-17,1.867,99.9
2016-03-18,1.867,99.91
2016-03-19,1.867,99.92
2016-03-20,1.867,99.86
2016-03-21,1.867,99.87
2016-03-22,1.867,99.93
2016-03-23,1.867,99.94
2016-03-24,1.867,99.95
2016-03-25,1.867,99.96
2016-03-26,1.867,99.97
2016-03-27,1.867,99.98
2016-03-28,1.867,99.99
2016-03-29,1.867,100.0
2016-03-30,1.867,100.01
2016-03-31,1.867,100.02
2016-04-01,1.651,100.03
2016-04-02,1.651,100.04
2016-04-03,1.651,100.07
2016-04-04,1.651,100.08
2016-04-05,1.651,100.09
2016-04-06,1.651,100.1
2016-04-07,1.651,100.11
2016-04-08,1.651,100.12
2016-04-09,1.651,100.13
2016-04-10,1.651,100.14
2016-04-11,1.651,100.15
2016-04-12,1.651,100.16
2016-04-13,1.651,100.17
2016-04-14,1.651,100.18
2016-04-15,1.651,100.19
2016-04-16,1.651,100.2
2016-04-17,1.651,100.21
2016-04-18,1.651,100.22
2016-04-19,1.651,100.23
2016-04-20,1.651,100.24
2016-04-21,1.651,100.25
2016-04-22,1.651,100.26
