Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1_Doganella,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3_Doganella,Depth_to_Groundwater_Pozzo_4_Doganella,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1_Doganella,Volume_Pozzo_2,Volume_Pozzo_3_Doganella,Volume_Pozzo_4_Doganella,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Rainfall_Simignano,Rainfall_Siena_Poggio_al_Vento,Rainfall_Mensano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Ponte_Orgia,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Depth_to_Groundwater_Pozzo_1_Luco,Depth_to_Groundwater_Pozzo_3_Luco,Depth_to_Groundwater_Pozzo_4_Luco,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1_Luco,Volume_Pozzo_3_Luco,Volume_Pozzo_4_Luco,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta,Rainfall_Terni,Flow_Rate_Lupa,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto,Temperature_Le_Croci,Lake_Level,Flow_Rate
18/12/2012,0.4,0.0,0.2,0.0,0.0,0.2,,,21.4,,,,,,6.4,3.23,4.0,9.0,0.0,29.4,0.0,4.2,1.0,2.4,0.2,0.8,-13.49,-4.18,-0.76,-4.9,-2.2,5.5,5.6,6.0,5.9,-8752.32,-15762.816,-14103.936,0.0,0.0,0.66,0.23,0.0,0.0,,-93.85,-108.67,-97.9,-100.31,-91.81,,-95.97,,,,,,,,,,4.97,10.92,14.2,,,,,12.4,,14.6,592.2,9.6,-7.8,,,,0.0,0.0,5.8,3.6,,,,0.1,-32.78,-31.53,4.0,3.4,-30525.984,2.8,13.0,20.2,12.6,,,-38.54,-52.07,-308.47,5.55,4.05,,,,,,2.874,-88.01,0.2,5.4,,4.4,250.19,6.5
19/12/2012,0.4,0.0,0.4,0.0,0.0,0.0,,,0.0,,,,,,6.4,2.55,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,-13.54,-4.23,-0.84,-4.93,-2.38,5.25,4.9,6.5,5.4,-8752.32,-15762.816,-14103.936,0.0,0.0,0.58,0.03,0.0,0.0,,-93.86,-108.67,-97.91,-100.33,-91.82,,-95.99,,,,,,,,,,3.74,9.43,0.0,,,,,0.6,,0.2,603.2,0.2,-7.8,,,,0.0,0.0,5.0,3.45,,,,0.0,-32.73,-31.54,3.7,2.9,-30839.616,2.6,0.0,0.0,0.0,,,-38.55,-52.08,-308.49,3.45,2.1,,,,,,2.874,-88.02,0.0,4.95,,7.15,250.17,6.5
20/12/2012,0.0,0.0,0.2,0.0,0.2,0.0,,,0.0,,,,,,2.4,2.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-13.53,-4.29,-0.98,-4.92,-2.55,1.3,3.6,3.3,1.9,-8752.32,-15762.816,-14103.936,0.0,0.0,0.54,-0.17,0.0,0.0,,-93.87,-108.68,-97.94,-100.36,-91.83,,-96.0,,,,,,,,,,5.3,7.99,0.4,,,,,0.0,,0.2,182.0,0.0,-7.8,,,,0.0,0.0,2.75,0.15,,,,0.0,-32.66,-31.44,2.2,2.6,-30807.648,2.5,0.0,0.0,0.0,,,-38.56,-52.08,-308.52,2.7,1.1,,,,,,2.874,-88.05,0.0,3.55,,4.25,250.13,6.5
21/12/2012,9.8,6.8,7.2,3.8,0.8,6.6,,,5.6,,,,,,5.35,2.05,5.2,3.6,3.2,2.8,4.8,2.2,4.2,4.2,4.6,3.0,-13.47,-4.35,-1.08,-4.9,-2.7,4.75,1.65,5.8,4.9,-8752.32,-15762.816,-14103.936,0.0,0.0,0.48,-0.47,3.6,3.6,,-93.9,-108.71,-97.94,-100.37,-91.84,,-96.02,,,,,,,,,,4.28,7.02,4.4,,,,,5.2,,1.8,0.0,5.8,-7.8,,,,0.0,0.0,2.3,3.65,,,,9.1,-32.53,-31.37,4.2,3.7,-30879.36,2.6,7.4,6.6,1.4,,,-38.56,-52.08,-308.54,1.75,1.55,,,,,,2.874,-88.06,13.2,3.2,,4.7,250.08,6.5
22/12/2012,0.2,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,,,4.0,1.96,0.4,0.0,0.0,0.0,0.4,0.2,0.6,3.0,0.2,0.0,-13.52,-4.43,-1.14,-5.0,-2.8,3.8,4.8,6.15,4.25,-8752.32,-15762.816,-14103.936,0.0,0.0,0.45,-0.6,0.0,0.0,,-93.92,-108.71,-97.96,-100.37,-91.84,,-96.02,,,,,,,,,,5.9,8.91,0.2,,,,,0.2,,0.4,0.2,0.4,-7.8,,,,0.0,0.0,6.25,5.0,,,,0.0,-32.51,-31.38,7.0,7.0,-31315.68,2.6,0.8,0.0,8.0,,,-38.57,-52.09,-308.56,5.3,4.8,,,,,,2.874,-88.07,0.2,5.65,,7.7,250.04,5.0
23/12/2012,2.2,0.4,1.2,0.0,0.2,0.4,,,0.2,,,,,,3.95,1.97,0.0,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.4,-13.52,-4.49,-1.21,-5.07,-2.92,3.5,5.45,4.9,4.7,-8314.704,-14974.6752,-13398.7392,0.0,0.0,0.42,-0.76,0.0,0.0,,-93.93,-108.72,-97.97,-100.38,-91.84,,-96.04,,,,,,,,,,7.2,9.01,0.0,,,,,0.0,,0.0,153.4,0.2,-7.8,,,,0.0,0.0,5.85,2.3,,,,0.0,-32.4,-31.34,3.6,3.3,-28363.392,2.6,0.0,0.0,0.0,,,-38.58,-52.1,-308.59,5.3,4.9,,,,,,2.874,-88.08,0.0,5.8,,5.35,250.0,5.0
24/12/2012,1.2,0.2,0.4,0.0,0.0,0.2,,,1.2,,,,,,10.45,1.93,0.0,0.8,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.53,-4.55,-1.21,-5.06,-3.01,10.2,7.2,10.85,9.8,-8752.32,-15762.816,-14103.936,0.0,0.0,0.41,-0.79,0.4,0.0,,-93.95,-108.75,-97.97,-100.38,-91.85,,-96.05,,,,,,,,,,8.38,11.34,0.0,,,,,0.2,,0.2,519.8,0.0,-7.8,,,,0.0,0.0,9.2,8.0,,,,0.0,-32.35,-31.26,8.1,8.6,-30448.224,2.5,0.0,0.0,0.0,,,-38.59,-52.1,-308.62,7.1,6.5,,,,,,2.874,-88.09,0.0,7.9,,10.2,249.95,5.0
25/12/2012,1.0,0.6,0.4,0.4,0.0,3.0,,,0.0,,,,,,11.3,1.84,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.2,0.4,-13.5,-4.6,,-5.07,-3.04,10.9,7.4,10.6,10.6,-8752.32,-15762.816,-14103.936,0.0,0.0,0.4,-0.8,0.2,0.0,,-93.96,-108.76,-97.98,-100.39,-91.85,,-96.05,,,,,,,,,,9.33,11.56,0.0,,,,,0.0,,0.0,537.8,0.0,-7.8,,,,0.0,0.0,9.55,10.45,,,,0.0,-32.23,-31.18,9.5,9.1,-26038.368,2.5,0.0,0.0,0.2,,,-38.59,-52.1,-308.64,8.2,8.0,,,,,,2.874,-88.1,0.0,6.1,,11.85,249.9,5.0
26/12/2012,11.8,11.0,11.8,10.6,9.2,12.0,,,0.0,,,,,,11.2,1.9,4.8,0.4,7.2,0.8,2.0,1.4,2.0,0.0,9.0,6.0,-13.47,-4.65,,-5.0,-3.07,10.4,7.85,10.0,10.9,-8752.32,-15762.816,-14103.936,0.0,0.0,0.38,-0.8,10.4,3.0,,-93.96,-108.78,-97.98,-100.39,-91.86,,-96.06,,,,,,,,,,11.13,13.37,0.0,,,,,0.6,,0.2,212.0,0.0,-7.7,,,,0.0,0.0,9.2,10.1,,,,0.0,-31.89,-31.04,9.8,9.5,-24954.048,2.6,0.0,0.4,1.0,,,-38.6,-52.11,-308.66,7.7,8.7,,,,,,2.874,-88.11,0.0,8.6,,11.45,249.86,5.0
27/12/2012,3.2,1.6,1.4,1.0,0.0,1.0,,,9.8,,,,,,10.75,2.37,6.2,1.4,10.0,7.0,8.6,7.0,12.4,3.0,2.4,14.4,-13.49,-4.71,,-5.0,-3.11,9.55,6.2,9.45,9.85,-8752.32,-15762.816,-14103.936,0.0,0.0,0.4,-0.82,0.6,9.8,,-93.97,-108.78,-98.0,-100.4,-91.87,,-96.07,,,,,,,,,,8.46,11.57,4.2,,,,,9.4,,4.0,117.2,9.0,-7.8,,,,0.0,0.0,7.05,8.5,,,,0.5,-31.95,-31.04,7.9,7.3,-26512.704,2.9,1.8,12.0,9.4,,,-38.6,-52.11,-308.69,6.9,5.3,,,,,,2.874,-88.12,0.2,8.7,,10.4,249.89,1.5
28/12/2012,0.2,0.0,0.0,0.0,0.0,0.2,,,4.0,,,,,,11.15,2.27,1.6,2.8,0.8,2.2,4.8,5.0,2.4,0.0,0.2,3.8,-13.51,-4.76,,-5.05,-3.16,9.6,8.3,12.05,9.25,-8752.32,-15762.816,-14103.936,0.0,0.0,0.39,-0.84,0.2,0.0,,-93.99,-108.79,-98.0,-100.41,-91.88,,-96.08,,,,,,,,,,8.0,12.5,1.2,,,,,1.2,,2.0,19.0,1.4,-7.8,,,,0.0,0.0,10.3,7.55,,,,8.3,-31.92,-30.99,10.1,10.5,-28406.592,2.8,3.6,6.6,4.4,,,-38.61,-52.12,-308.72,6.5,6.7,,,,,,2.874,-88.13,0.0,9.0,,11.4,249.93,1.5
29/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,8.4,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.55,-4.81,,-5.17,-3.21,7.35,6.6,9.05,7.1,-8752.32,-15762.816,-14103.936,0.0,0.0,0.36,-0.84,0.0,0.0,,-93.99,-108.79,-98.01,-100.43,-91.89,,-96.11,,,,,,,,,,5.3,10.16,0.0,,,,,0.0,,0.0,464.8,0.0,-7.8,,,,0.0,0.0,7.65,5.3,,,,0.0,-31.99,-30.99,6.3,6.8,-29329.344,2.7,0.0,0.0,0.0,,,-38.61,-52.12,-308.74,4.9,3.85,3.05,,,,,2.874,-88.14,0.0,6.25,,10.05,249.98,1.5
30/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,,,0.2,,,,,,6.3,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.54,-4.85,,-5.17,-3.23,4.55,5.55,6.4,5.0,-8314.704,-14974.6752,-13398.7392,0.0,0.0,0.34,-0.87,0.0,0.0,,-94.0,-108.8,-98.02,-100.44,-95.23,,-97.8,,,,,,,,,,5.18,8.4,0.0,,,,,0.0,,0.2,606.6,0.2,-7.8,,,,0.0,0.0,5.85,3.15,,,,0.0,-31.93,-30.93,1.5,2.5,-28240.704,2.6,0.0,0.0,0.0,,,-38.62,-52.13,-308.77,5.7,3.75,3.05,,,,,2.874,-88.15,0.0,6.05,,6.8,250.01,1.5
31/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,6.75,1.94,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-13.54,-4.91,,-5.14,-3.26,5.0,6.85,7.5,5.25,-8752.32,-15762.816,-14103.936,0.0,0.0,0.33,-0.87,0.0,0.0,,-94.01,-108.79,-98.03,-100.45,,,-99.5,,,,,,,,,,5.17,7.63,0.0,,,,,0.0,,0.0,168.8,0.0,,,,,0.0,0.0,7.0,4.45,,,,0.0,-32.01,-30.9,1.1,1.9,-31089.312,2.6,0.0,0.0,0.0,,,-38.63,-52.13,-308.79,5.7,4.2,3.85,,,,,2.874,-88.16,0.0,6.7,,9.0,250.02,1.5
01/01/2013,0.8,0.2,0.4,0.0,0.0,0.0,,,0.0,,,,,,2.65,1.75,0.2,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.2,0.2,-13.5,-4.93,,-5.12,-3.26,1.75,3.55,4.5,2.8,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.34,-0.87,0.4,0.2,,,-108.85,,,,,,,,,,,,,,,5.9,8.69,,,,0.0,,0.2,,0.2,51.4,0.2,-7.8,,,,0.0,0.0,4.4,1.7,,,,0.0,-31.84,-30.81,1.6,2.1,-28532.736,2.5,0.0,0.0,0.2,,,-38.63,-52.13,-308.82,2.7,1.8,1.15,,,,,2.937,-88.17,0.0,5.7,,4.25,250.05,1.5
02/01/2013,14.2,12.8,6.8,12.2,1.2,20.0,,,2.0,,,,,,7.35,1.8,22.6,21.6,13.4,20.2,20.2,19.2,23.8,25.0,32.8,32.8,-13.49,-4.94,,-5.02,-3.24,6.55,3.55,7.45,6.35,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.43,-0.69,0.6,0.8,,,-108.85,,,,,,,,,,,,,,,6.24,9.55,,,,0.0,,0.2,,0.2,0.4,0.2,-7.7,,,,0.0,0.0,5.55,6.35,,,,0.0,-31.7,-30.76,6.7,6.9,-28971.648,2.5,0.0,0.2,0.6,,,-38.64,-52.14,-308.84,4.45,5.1,4.5,,,,,2.937,-88.18,2.4,6.2,,7.35,250.06,1.0
03/01/2013,0.2,0.0,0.0,0.0,0.0,0.0,,,0.4,,,,,,10.3,1.67,19.6,9.8,17.4,0.0,14.2,11.8,16.4,1.6,0.0,26.8,-13.58,-4.95,,-5.09,-3.27,7.95,5.9,9.4,6.85,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.43,-0.69,0.0,0.0,,,-108.86,,,,,,,,,,,,,,,7.4,11.71,,,,0.4,,0.0,,0.2,0.0,0.2,-7.8,,,,0.0,0.0,7.65,6.0,,,,0.0,-31.79,-30.82,5.9,8.4,-30428.352,2.4,0.0,0.0,0.2,,,-38.65,-52.15,-308.88,6.05,5.1,4.75,,,,,2.937,-88.19,0.0,8.3,,10.45,250.13,1.0
04/01/2013,0.2,0.0,0.2,0.0,0.0,0.2,,,0.2,,,,,,6.2,1.43,0.2,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,-13.55,-4.96,-1.2,-5.11,-3.38,5.3,5.3,6.55,4.9,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.38,-0.84,0.0,0.0,,,-108.88,,,,,,,,,,,,,,,6.34,9.25,,,,0.0,,0.2,,0.2,0.2,0.0,-7.8,,,,0.0,0.0,7.05,3.9,,,,0.0,-31.66,-30.72,1.6,1.6,-28845.504,2.4,0.0,0.0,0.0,,,-38.65,-52.15,-308.92,7.6,4.9,4.3,,,,,2.937,-88.2,0.0,7.35,,5.8,250.17,1.0
05/01/2013,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,,,8.4,1.49,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.49,-4.98,-1.24,-5.13,-3.42,7.8,9.1,8.3,8.15,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.37,-0.85,0.0,0.0,,,-108.92,,,,,,,,,,,,,,,6.08,8.8,,,,0.2,,0.0,,0.0,0.0,0.2,-7.7,,,,0.0,0.0,7.85,6.75,,,,0.0,-31.61,-30.59,4.4,4.1,-29042.496,2.4,0.0,0.0,0.0,,,-38.66,-52.15,-308.96,7.75,5.7,5.15,,,,,2.937,-88.21,0.0,8.85,,6.45,250.19,0.6
06/01/2013,0.2,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,,,7.95,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.48,-4.99,-1.33,-5.15,-3.44,7.75,9.1,7.1,7.85,-8456.816491,-15129.8064,-13030.2,0.0,0.0,0.36,-0.86,0.0,0.0,,,-108.92,,,,,,,,,,,,,,,8.18,9.58,,,,0.0,,0.0,,0.0,0.0,0.0,-7.7,,,,0.0,0.0,8.05,6.35,,,,0.0,-31.54,-30.56,4.1,3.2,-27896.832,2.4,0.0,0.0,0.0,,,-38.66,-52.16,-309.0,8.9,7.8,7.3,,,,,2.937,-88.22,0.0,7.95,,6.6,250.23,0.6
07/01/2013,0.2,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,,,7.8,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.0,-13.47,-5.0,-1.32,-5.17,-3.46,3.85,8.25,5.1,5.6,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.35,-0.87,0.0,0.0,,,-108.92,,,,,,,,,,,,,,,7.98,10.05,,,,0.2,,0.0,,0.2,0.0,0.2,-7.7,,,,0.0,0.0,9.0,5.9,,,,0.0,-31.39,-30.51,3.9,3.1,-28178.496,2.4,0.0,0.0,0.0,,,-38.67,-52.16,-309.03,9.7,7.65,7.2,,,,,2.937,-88.23,0.0,7.9,,7.6,250.25,0.6
08/01/2013,0.0,0.0,0.2,0.0,0.0,0.0,,,0.0,,,,,,6.15,1.48,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,-13.49,-5.02,-1.37,-5.23,-3.48,4.95,7.05,3.7,4.35,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.34,-0.89,0.0,0.0,,,-108.9,,,,,,,,,,,,,,,6.87,9.02,,,,0.2,,0.2,,0.2,0.2,0.0,-7.8,,,,0.0,0.0,5.4,2.55,,,,0.0,-31.15,-30.46,3.2,2.9,-26980.992,2.2,0.0,0.0,0.0,,,-38.67,-52.16,-309.06,6.35,5.1,4.75,,,,,2.937,-88.24,0.0,6.05,,6.8,250.28,0.6
09/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,9.4,1.56,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.46,-5.03,-1.42,-5.22,-3.49,9.05,5.25,8.75,8.5,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.36,-0.89,0.0,0.0,,,-108.89,,,,,,,,,,,,,,,6.79,9.2,,,,0.0,,0.0,,0.0,0.0,0.2,-7.8,,,,0.0,0.0,8.3,7.85,,,,0.0,-31.17,-30.39,7.9,7.6,-29753.568,2.2,0.0,0.0,0.0,,,-38.68,-52.17,-309.07,4.7,6.15,5.7,,,,,2.937,-88.25,0.0,6.9,,8.75,250.3,0.6
10/01/2013,0.0,0.0,0.2,0.0,0.0,0.0,,,2.4,,,,,,10.2,1.56,0.6,0.0,0.2,0.2,0.8,0.2,1.0,0.0,1.2,1.4,-13.39,-5.04,-1.44,-5.19,-3.5,7.95,4.8,8.15,8.95,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.35,-0.9,2.2,3.2,,-94.12,-108.89,-98.1,-100.54,-91.94,-94.45,-96.19,-97.86,,,,,,,,,6.7,9.0,,,,0.0,,0.0,,0.0,0.0,0.0,-7.7,,,,0.0,0.0,6.75,6.3,,,,3.1,-31.06,-30.27,8.3,7.5,-28752.192,2.4,0.0,0.0,0.2,,,-38.68,-52.17,-309.07,4.2,3.75,3.2,,,,,2.937,-88.26,0.0,6.2,,10.25,250.3,0.6
11/01/2013,5.4,1.0,1.8,0.8,0.8,1.4,,,3.8,,,,,,7.6,1.5,2.6,0.6,1.6,3.8,2.2,1.0,2.8,0.0,7.0,3.4,-13.37,-5.05,-1.46,-5.18,-3.52,5.95,4.0,7.6,6.9,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.34,-0.92,1.0,1.4,,-94.1,-108.89,-98.1,-100.51,-91.92,-94.45,-96.19,-97.71,,,,,,,,,5.71,8.01,,,,3.8,,6.0,,0.6,7.2,1.2,-7.7,,,,0.0,0.0,5.1,4.5,,,,8.2,-31.14,-30.24,6.6,6.1,-31152.384,2.5,2.8,5.0,5.0,,,-38.68,-52.17,-309.07,4.5,3.05,2.55,,,,,2.937,-88.27,10.8,6.0,,8.2,250.31,0.6
12/01/2013,6.4,3.0,5.0,1.4,1.6,2.4,,,2.2,,,,,,6.5,1.54,7.2,2.2,3.4,4.6,6.6,6.6,8.0,0.0,1.2,8.6,-13.42,-5.09,-1.49,-5.25,-3.55,4.9,4.0,6.05,5.55,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.32,-0.96,0.0,0.2,-33.1,-94.08,-108.89,-98.1,-100.47,-91.92,-94.44,-96.19,-97.57,,,,,,,,,6.17,7.85,,,,4.4,,3.0,,4.6,6.8,3.2,-7.7,,,,0.0,0.0,5.35,4.6,,,,0.0,-31.22,-30.29,4.1,5.1,-33786.72,2.5,7.2,2.6,4.8,,,-38.69,-52.18,-309.07,3.3,2.8,2.4,,,,,2.937,-88.28,0.6,4.95,,6.05,250.32,0.6
13/01/2013,21.0,21.6,22.0,21.4,8.0,22.4,,,16.6,,,,,,7.25,1.69,8.6,6.8,12.2,29.0,3.2,2.8,5.0,0.2,30.6,8.0,-13.37,-5.09,-1.37,-5.26,-3.56,6.7,2.45,6.45,6.8,-8456.816491,-15129.8064,-13030.2,0.0,0.0,0.34,-0.92,48.2,40.0,-33.1,-94.08,-108.9,-98.08,-100.53,-91.94,-94.45,-96.2,-97.51,,,,,,,,,6.99,9.19,,,,2.6,,1.4,,1.6,1.8,2.6,-7.7,,,,0.0,0.0,4.85,5.05,,,,11.1,-31.09,-30.18,6.9,6.2,-31280.256,2.4,6.8,8.8,8.8,,,-38.69,-52.17,-309.07,3.25,3.7,3.15,,,,,2.937,-88.29,19.8,5.15,,6.65,250.35,2.7
14/01/2013,9.6,10.2,12.2,12.0,8.4,15.6,,,3.2,,,,,,6.8,2.73,47.4,39.6,34.8,21.2,40.6,37.8,51.4,19.4,23.8,44.2,-13.34,-5.04,-0.69,-5.11,-3.41,6.1,1.15,5.35,6.15,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.54,-0.28,8.2,5.4,-33.1,-94.07,-108.9,-98.08,-100.53,-91.94,-94.47,-96.2,-97.5,,,,,,,,,6.78,9.21,,,,12.0,,23.8,,16.0,194.6,16.0,-7.7,,,,0.0,0.0,4.75,6.75,,,,9.1,-31.0,-30.14,7.8,7.2,-29437.344,2.9,34.0,36.6,35.0,,,-38.68,-52.17,-309.05,4.6,3.95,3.55,,,,,2.937,-88.3,55.3,4.8,,5.4,250.56,7.0
15/01/2013,7.6,5.8,6.6,10.6,1.4,7.0,,,1.8,,,,,,6.35,2.65,14.2,29.6,1.0,14.8,32.8,32.4,34.0,5.6,17.6,20.2,-13.32,-4.92,-0.57,-4.98,-3.23,3.9,0.5,3.45,3.9,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.59,-0.16,5.8,5.0,-33.1,-94.06,-108.9,-98.08,-100.51,-91.93,-94.48,-96.2,-97.51,,,,,,,,,4.39,7.55,,,,1.2,,2.8,,2.2,576.0,2.4,-7.7,,,,0.0,0.0,4.35,4.75,,,,0.0,-31.01,-30.14,5.5,5.2,-30220.992,3.3,1.6,2.4,2.4,,,-38.69,-52.17,-309.05,2.15,2.2,1.9,,,,,2.937,-88.31,4.0,3.95,,5.55,250.62,2.7
16/01/2013,13.0,12.4,6.0,10.6,1.4,13.0,,,7.8,,,,,,5.25,2.52,25.6,15.6,0.4,14.2,28.2,22.6,24.4,3.2,15.6,19.2,-13.23,-4.78,-0.61,-4.86,-3.05,3.3,-1.0,4.05,4.75,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.57,-0.19,21.4,30.2,-33.01,-94.06,-108.93,-98.08,-100.52,-91.97,-94.49,-96.2,-97.46,,,,,,,,,1.75,4.8,,,,14.2,,5.2,,7.0,609.2,5.6,-7.7,,,,0.0,0.0,1.65,3.45,,,,0.0,-30.79,-29.97,3.5,3.0,-28368.576,3.1,9.2,11.6,10.4,,,-38.68,-52.17,-309.05,0.0,0.15,-0.3,,,,,2.937,-88.32,14.4,1.6,,4.4,250.82,7.0
17/01/2013,1.2,0.4,3.4,2.2,0.2,0.6,,,0.6,,,,,,4.0,2.53,7.8,2.0,0.8,0.2,1.4,1.4,2.0,6.2,7.2,14.0,-13.24,-4.69,-0.81,-4.85,-3.04,2.5,-2.15,3.25,3.15,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.5,-0.4,10.0,14.6,-32.93,-94.07,-108.93,-98.08,-100.53,-91.96,-94.5,-96.2,-97.41,,,,,,,,,1.32,4.96,,,,2.2,,3.6,,3.0,452.4,2.0,-7.7,,,,0.0,0.0,1.0,2.6,,,,3.6,-30.86,-29.98,2.7,2.5,-30581.28,2.9,2.6,1.8,3.2,,,-38.68,-52.17,-309.05,-0.6,-2.65,-3.2,,,,,2.937,-88.33,12.6,1.95,,3.5,250.91,7.0
18/01/2013,0.2,0.0,2.6,1.2,0.0,0.0,,,0.2,,,,,,4.75,2.44,0.2,0.0,0.4,0.2,0.0,0.0,0.2,42.0,1.8,5.0,-13.27,-4.66,-0.9,-4.92,-3.13,3.6,1.1,3.95,4.2,-8901.912096,-15926.112,-13716.0,0.0,0.0,0.45,-0.65,1.8,0.6,-32.9,-94.1,-108.9,-98.13,-100.54,-91.96,-94.5,-96.23,-97.41,,,,,,,,,0.2,4.15,,,,0.2,,0.0,,1.2,507.8,0.8,-7.7,,,,0.0,0.0,2.6,2.35,,,,0.0,-30.82,-29.97,3.2,2.9,-29869.344,2.8,1.2,2.0,4.2,,,-38.69,-52.18,-309.04,-1.3,-1.25,-1.75,,,,,2.937,-88.34,8.6,0.65,,4.4,250.89,7.0
